pickup_date,pickup_month,borough,trips
2015-04-02,2015-04,EWR,1
2015-04-02,2015-04,Manhattan,55528
2015-04-02,2015-04,Queens,6664
2015-04-02,2015-04,Staten Island,30
2015-04-02,2015-04,Unknown,25
2015-04-03,2015-04,Bronx,1004
2015-04-03,2015-04,Brooklyn,12729
2015-04-03,2015-04,Manhattan,55482
2015-04-03,2015-04,Queens,6706
2015-04-03,2015-04,Staten Island,36
2015-04-03,2015-04,Unknown,26
2015-04-04,2015-04,Bronx,1219
2015-04-04,2015-04,Brooklyn,15246
2015-04-04,2015-04,Manhattan,46778
2015-04-04,2015-04,Queens,5892
2015-04-04,2015-04,Staten Island,32
2015-04-04,2015-04,Unknown,22
2015-04-05,2015-04,Bronx,1100
2015-04-05,2015-04,Brooklyn,13358
2015-04-05,2015-04,Manhattan,36292
2015-04-05,2015-04,Queens,7547
2015-04-05,2015-04,Staten Island,35
2015-04-05,2015-04,Unknown,25
2015-04-06,2015-04,Bronx,992
2015-04-06,2015-04,Brooklyn,8247
2015-04-06,2015-04,EWR,1
2015-04-06,2015-04,Manhattan,37407
2015-04-06,2015-04,Queens,6860
2015-04-06,2015-04,Staten Island,23
2015-04-06,2015-04,Unknown,35
2015-04-07,2015-04,Bronx,825
2015-04-07,2015-04,Brooklyn,9419
2015-04-07,2015-04,EWR,1
2015-04-07,2015-04,Manhattan,52161
2015-04-07,2015-04,Queens,5634
2015-04-07,2015-04,Staten Island,23
2015-04-07,2015-04,Unknown,16
2015-04-08,2015-04,Bronx,943
2015-04-08,2015-04,Brooklyn,10243
2015-04-08,2015-04,Manhattan,54948
2015-04-08,2015-04,Queens,5838
2015-04-08,2015-04,Staten Island,27
2015-04-08,2015-04,Unknown,24
2015-04-09,2015-04,Bronx,1026
2015-04-09,2015-04,Brooklyn,10462
2015-04-09,2015-04,EWR,1
2015-04-09,2015-04,Manhattan,59232
2015-04-09,2015-04,Queens,6733
2015-04-09,2015-04,Staten Island,39
2015-04-09,2015-04,Unknown,27
2015-04-10,2015-04,Bronx,1268
2015-04-10,2015-04,Brooklyn,12261
2015-04-10,2015-04,Manhattan,60512
2015-04-10,2015-04,Queens,7342
2015-04-10,2015-04,Staten Island,29
2015-04-10,2015-04,Unknown,27
2015-04-11,2015-04,Bronx,1548
2015-04-11,2015-04,Brooklyn,17338
2015-04-11,2015-04,Manhattan,56136
2015-04-11,2015-04,Queens,7428
2015-04-11,2015-04,Staten Island,50
2015-04-11,2015-04,Unknown,47
2015-04-12,2015-04,Bronx,1232
2015-04-12,2015-04,Brooklyn,15365
2015-04-12,2015-04,EWR,1
2015-04-12,2015-04,Manhattan,42529
2015-04-12,2015-04,Queens,8519
2015-04-12,2015-04,Staten Island,49
2015-04-12,2015-04,Unknown,31
2015-04-13,2015-04,Bronx,902
2015-04-13,2015-04,Brooklyn,8940
2015-04-13,2015-04,EWR,1
2015-04-13,2015-04,Manhattan,38862
2015-04-13,2015-04,Queens,7896
2015-04-13,2015-04,Staten Island,24
2015-04-13,2015-04,Unknown,30
2015-04-14,2015-04,Bronx,807
2015-04-14,2015-04,Brooklyn,9224
2015-04-14,2015-04,Manhattan,46827
2015-04-14,2015-04,Queens,6480
2015-04-14,2015-04,Staten Island,31
2015-04-14,2015-04,Unknown,24
2015-04-15,2015-04,Bronx,961
2015-04-15,2015-04,Brooklyn,10273
2015-04-15,2015-04,Manhattan,48908
2015-04-15,2015-04,Queens,6324
2015-04-15,2015-04,Staten Island,37
2015-04-15,2015-04,Unknown,31
2015-04-16,2015-04,Bronx,1149
2015-04-16,2015-04,Brooklyn,11220
2015-04-16,2015-04,EWR,1
2015-04-16,2015-04,Manhattan,58996
2015-04-16,2015-04,Queens,7381
2015-04-16,2015-04,Staten Island,31
2015-04-16,2015-04,Unknown,30
2015-04-17,2015-04,Bronx,1252
2015-04-17,2015-04,Brooklyn,13145
2015-04-17,2015-04,Manhattan,61338
2015-04-17,2015-04,Queens,8048
2015-04-17,2015-04,Staten Island,25
2015-04-17,2015-04,Unknown,47
2015-04-18,2015-04,Bronx,1468
2015-04-18,2015-04,Brooklyn,20605
2015-04-18,2015-04,Manhattan,64281
2015-04-18,2015-04,Queens,7749
2015-04-18,2015-04,Staten Island,51
2015-04-18,2015-04,Unknown,42
2015-04-19,2015-04,Bronx,1263
2015-04-19,2015-04,Brooklyn,17348
2015-04-19,2015-04,Manhattan,50674
2015-04-19,2015-04,Queens,8759
2015-04-19,2015-04,Staten Island,33
2015-04-19,2015-04,Unknown,30
2015-04-20,2015-04,Bronx,999
2015-04-20,2015-04,Brooklyn,11153
2015-04-20,2015-04,Manhattan,58518
2015-04-20,2015-04,Queens,7350
2015-04-20,2015-04,Staten Island,21
2015-04-20,2015-04,Unknown,35
2015-04-21,2015-04,Bronx,947
2015-04-21,2015-04,Brooklyn,9664
2015-04-21,2015-04,Manhattan,50657
2015-04-21,2015-04,Queens,7389
2015-04-21,2015-04,Staten Island,31
2015-04-21,2015-04,Unknown,24
2015-04-22,2015-04,Bronx,1113
2015-04-22,2015-04,Brooklyn,10878
2015-04-22,2015-04,EWR,2
2015-04-22,2015-04,Manhattan,63585
2015-04-22,2015-04,Queens,6479
2015-04-22,2015-04,Staten Island,40
2015-04-22,2015-04,Unknown,27
2015-04-23,2015-04,Bronx,1150
2015-04-23,2015-04,Brooklyn,12248
2015-04-23,2015-04,EWR,1
2015-04-23,2015-04,Manhattan,71132
2015-04-23,2015-04,Queens,7506
2015-04-23,2015-04,Staten Island,44
2015-04-23,2015-04,Unknown,29
2015-04-24,2015-04,Bronx,1542
2015-04-24,2015-04,Brooklyn,14595
2015-04-24,2015-04,Manhattan,75287
2015-04-24,2015-04,Queens,8170
2015-04-24,2015-04,Staten Island,44
2015-04-24,2015-04,Unknown,50
2015-04-25,2015-04,Bronx,1654
2015-04-25,2015-04,Brooklyn,21791
2015-04-25,2015-04,Manhattan,74448
2015-04-25,2015-04,Queens,8277
2015-04-25,2015-04,Staten Island,66
2015-04-25,2015-04,Unknown,34
2015-04-26,2015-04,Bronx,1390
2015-04-26,2015-04,Brooklyn,17631
2015-04-26,2015-04,Manhattan,60323
2015-04-26,2015-04,Queens,9243
2015-04-26,2015-04,Staten Island,43
2015-04-26,2015-04,Unknown,43
2015-04-27,2015-04,Bronx,1164
2015-04-27,2015-04,Brooklyn,10088
2015-04-27,2015-04,Manhattan,46015
2015-04-27,2015-04,Queens,7451
2015-04-27,2015-04,Staten Island,29
2015-04-27,2015-04,Unknown,36
2015-04-28,2015-04,Bronx,1266
2015-04-28,2015-04,Brooklyn,10115
2015-04-28,2015-04,Manhattan,51016
2015-04-28,2015-04,Queens,6417
2015-04-28,2015-04,Staten Island,27
2015-04-28,2015-04,Unknown,22
2015-04-29,2015-04,Bronx,1268
2015-04-29,2015-04,Brooklyn,11492
2015-04-29,2015-04,Manhattan,56305
2015-04-29,2015-04,Queens,6799
2015-04-29,2015-04,Staten Island,44
2015-04-29,2015-04,Unknown,32
2015-04-30,2015-04,Bronx,1231
2015-04-30,2015-04,Brooklyn,12158
2015-04-30,2015-04,Manhattan,62873
2015-04-30,2015-04,Queens,7989
2015-04-30,2015-04,Staten Island,54
2015-04-30,2015-04,Unknown,25
2015-05-01,2015-05,Bronx,1494
2015-05-01,2015-05,Brooklyn,14862
2015-05-01,2015-05,EWR,2
2015-05-01,2015-05,Manhattan,66791
2015-05-01,2015-05,Queens,9077
2015-05-01,2015-05,Staten Island,56
2015-05-01,2015-05,Unknown,47
2015-05-02,2015-05,Bronx,1856
2015-05-02,2015-05,Brooklyn,23631
2015-05-02,2015-05,Manhattan,70708
2015-05-02,2015-05,Queens,8678
2015-05-02,2015-05,Staten Island,60
2015-05-02,2015-05,Unknown,45
2015-05-03,2015-05,Bronx,1633
2015-05-03,2015-05,Brooklyn,18103
2015-05-03,2015-05,Manhattan,50315
2015-05-03,2015-05,Queens,10159
2015-05-03,2015-05,Staten Island,53
2015-05-03,2015-05,Unknown,37
2015-05-04,2015-05,Bronx,1052
2015-05-04,2015-05,Brooklyn,10140
2015-05-04,2015-05,Manhattan,46422
2015-05-04,2015-05,Queens,7757
2015-05-04,2015-05,Staten Island,47
2015-05-04,2015-05,Unknown,29
2015-05-05,2015-05,Bronx,1092
2015-05-05,2015-05,Brooklyn,10906
2015-05-05,2015-05,EWR,2
2015-05-05,2015-05,Manhattan,57330
2015-05-05,2015-05,Queens,6802
2015-05-05,2015-05,Staten Island,34
2015-05-05,2015-05,Unknown,29
2015-05-06,2015-05,Bronx,1251
2015-05-06,2015-05,Brooklyn,11477
2015-05-06,2015-05,Manhattan,60534
2015-05-06,2015-05,Queens,7106
2015-05-06,2015-05,Staten Island,47
2015-05-06,2015-05,Unknown,32
2015-05-07,2015-05,Bronx,1403
2015-05-07,2015-05,Brooklyn,12294
2015-05-07,2015-05,EWR,1
2015-05-07,2015-05,Manhattan,65527
2015-05-07,2015-05,Queens,8061
2015-05-07,2015-05,Staten Island,42
2015-05-07,2015-05,Unknown,33
2015-05-08,2015-05,Bronx,1605
2015-05-08,2015-05,Brooklyn,14384
2015-05-08,2015-05,Manhattan,66409
2015-05-08,2015-05,Queens,8218
2015-05-08,2015-05,Staten Island,64
2015-05-08,2015-05,Unknown,53
2015-05-09,2015-05,Bronx,1722
2015-05-09,2015-05,Brooklyn,22827
2015-05-09,2015-05,Manhattan,65183
2015-05-09,2015-05,Queens,8499
2015-05-09,2015-05,Staten Island,70
2015-05-09,2015-05,Unknown,58
2015-05-10,2015-05,Bronx,1608
2015-05-10,2015-05,Brooklyn,18542
2015-05-10,2015-05,EWR,2
2015-05-10,2015-05,Manhattan,50028
2015-05-10,2015-05,Queens,9883
2015-05-10,2015-05,Staten Island,44
2015-05-10,2015-05,Unknown,39
2015-05-11,2015-05,Bronx,1134
2015-05-11,2015-05,Brooklyn,10591
2015-05-11,2015-05,EWR,1
2015-05-11,2015-05,Manhattan,49962
2015-05-11,2015-05,Queens,8548
2015-05-11,2015-05,Staten Island,42
2015-05-11,2015-05,Unknown,32
2015-05-12,2015-05,Bronx,1145
2015-05-12,2015-05,Brooklyn,11013
2015-05-12,2015-05,Manhattan,58529
2015-05-12,2015-05,Queens,7691
2015-05-12,2015-05,Staten Island,26
2015-05-12,2015-05,Unknown,33
2015-05-13,2015-05,Bronx,1194
2015-05-13,2015-05,Brooklyn,11726
2015-05-13,2015-05,EWR,1
2015-05-13,2015-05,Manhattan,63873
2015-05-13,2015-05,Queens,8074
2015-05-13,2015-05,Staten Island,35
2015-05-13,2015-05,Unknown,34
2015-05-14,2015-05,Bronx,1261
2015-05-14,2015-05,Brooklyn,12851
2015-05-14,2015-05,Manhattan,70033
2015-05-14,2015-05,Queens,9420
2015-05-14,2015-05,Staten Island,34
2015-05-14,2015-05,Unknown,25
2015-05-15,2015-05,Bronx,2584
2015-05-15,2015-05,Brooklyn,15407
2015-05-15,2015-05,EWR,1
2015-05-15,2015-05,Manhattan,71987
2015-05-15,2015-05,Queens,9680
2015-05-15,2015-05,Staten Island,56
2015-05-15,2015-05,Unknown,41
2015-05-16,2015-05,Bronx,4030
2015-05-16,2015-05,Brooklyn,25149
2015-05-16,2015-05,Manhattan,83144
2015-05-16,2015-05,Queens,9115
2015-05-16,2015-05,Staten Island,62
2015-05-16,2015-05,Unknown,57
2015-05-17,2015-05,Bronx,3506
2015-05-17,2015-05,Brooklyn,19717
2015-05-17,2015-05,EWR,3
2015-05-17,2015-05,Manhattan,60369
2015-05-17,2015-05,Queens,10608
2015-05-17,2015-05,Staten Island,63
2015-05-17,2015-05,Unknown,56
2015-05-18,2015-05,Bronx,1320
2015-05-18,2015-05,Brooklyn,11267
2015-05-18,2015-05,Manhattan,55156
2015-05-18,2015-05,Queens,8602
2015-05-18,2015-05,Staten Island,30
2015-05-18,2015-05,Unknown,39
2015-05-19,2015-05,Bronx,1391
2015-05-19,2015-05,Brooklyn,11803
2015-05-19,2015-05,EWR,2
2015-05-19,2015-05,Manhattan,63127
2015-05-19,2015-05,Queens,8973
2015-05-19,2015-05,Staten Island,32
2015-05-19,2015-05,Unknown,43
2015-05-20,2015-05,Bronx,1494
2015-05-20,2015-05,Brooklyn,12804
2015-05-20,2015-05,EWR,2
2015-05-20,2015-05,Manhattan,68566
2015-05-20,2015-05,Queens,8125
2015-05-20,2015-05,Staten Island,39
2015-05-20,2015-05,Unknown,32
2015-05-21,2015-05,Bronx,1549
2015-05-21,2015-05,Brooklyn,13789
2015-05-21,2015-05,EWR,2
2015-05-21,2015-05,Manhattan,70323
2015-05-21,2015-05,Queens,9390
2015-05-21,2015-05,Staten Island,54
2015-05-21,2015-05,Unknown,39
2015-05-22,2015-05,Bronx,2043
2015-05-22,2015-05,Brooklyn,15033
2015-05-22,2015-05,Manhattan,59295
2015-05-22,2015-05,Queens,9290
2015-05-22,2015-05,Staten Island,63
2015-05-22,2015-05,Unknown,47
2015-05-23,2015-05,Bronx,1982
2015-05-23,2015-05,Brooklyn,18847
2015-05-23,2015-05,EWR,1
2015-05-23,2015-05,Manhattan,48908
2015-05-23,2015-05,Queens,8519
2015-05-23,2015-05,Staten Island,37
2015-05-23,2015-05,Unknown,49
2015-05-24,2015-05,Bronx,1863
2015-05-24,2015-05,Brooklyn,17307
2015-05-24,2015-05,Manhattan,40965
2015-05-24,2015-05,Queens,8112
2015-05-24,2015-05,Staten Island,44
2015-05-24,2015-05,Unknown,37
2015-05-25,2015-05,Bronx,1415
2015-05-25,2015-05,Brooklyn,13669
2015-05-25,2015-05,EWR,3
2015-05-25,2015-05,Manhattan,34366
2015-05-25,2015-05,Queens,10206
2015-05-25,2015-05,Staten Island,42
2015-05-25,2015-05,Unknown,47
2015-05-26,2015-05,Bronx,1530
2015-05-26,2015-05,Brooklyn,11636
2015-05-26,2015-05,Manhattan,49897
2015-05-26,2015-05,Queens,9694
2015-05-26,2015-05,Staten Island,30
2015-05-26,2015-05,Unknown,33
2015-05-27,2015-05,Bronx,1539
2015-05-27,2015-05,Brooklyn,12462
2015-05-27,2015-05,EWR,1
2015-05-27,2015-05,Manhattan,66755
2015-05-27,2015-05,Queens,7815
2015-05-27,2015-05,Staten Island,52
2015-05-27,2015-05,Unknown,38
2015-05-28,2015-05,Bronx,1492
2015-05-28,2015-05,Brooklyn,13870
2015-05-28,2015-05,Manhattan,70304
2015-05-28,2015-05,Queens,9312
2015-05-28,2015-05,Staten Island,51
2015-05-28,2015-05,Unknown,45
2015-05-29,2015-05,Bronx,1776
2015-05-29,2015-05,Brooklyn,16026
2015-05-29,2015-05,EWR,1
2015-05-29,2015-05,Manhattan,70601
2015-05-29,2015-05,Queens,9676
2015-05-29,2015-05,Staten Island,66
2015-05-29,2015-05,Unknown,54
2015-05-30,2015-05,Bronx,2227
2015-05-30,2015-05,Brooklyn,22957
2015-05-30,2015-05,EWR,2
2015-05-30,2015-05,Manhattan,69012
2015-05-30,2015-05,Queens,10098
2015-05-30,2015-05,Staten Island,82
2015-05-30,2015-05,Unknown,51
2015-05-31,2015-05,Bronx,1862
2015-05-31,2015-05,Brooklyn,20917
2015-05-31,2015-05,Manhattan,63228
2015-05-31,2015-05,Queens,10838
2015-05-31,2015-05,Staten Island,58
2015-05-31,2015-05,Unknown,44
2015-06-01,2015-06,Bronx,1402
2015-06-01,2015-06,Brooklyn,12763
2015-06-01,2015-06,Manhattan,68791
2015-06-01,2015-06,Queens,10442
2015-06-01,2015-06,Staten Island,58
2015-06-01,2015-06,Unknown,43
2015-06-02,2015-06,Bronx,1403
2015-06-02,2015-06,Brooklyn,13293
2015-06-02,2015-06,EWR,1
2015-06-02,2015-06,Manhattan,73887
2015-06-02,2015-06,Queens,8923
2015-06-02,2015-06,Staten Island,44
2015-06-02,2015-06,Unknown,41
2015-06-03,2015-06,Bronx,1382
2015-06-03,2015-06,Brooklyn,13008
2015-06-03,2015-06,Manhattan,64832
2015-06-03,2015-06,Queens,7904
2015-06-03,2015-06,Staten Island,41
2015-06-03,2015-06,Unknown,39
2015-06-04,2015-06,Bronx,1470
2015-06-04,2015-06,Brooklyn,13539
2015-06-04,2015-06,Manhattan,70763
2015-06-04,2015-06,Queens,9163
2015-06-04,2015-06,Staten Island,40
2015-06-04,2015-06,Unknown,48
2015-06-05,2015-06,Bronx,1909
2015-06-05,2015-06,Brooklyn,15953
2015-06-05,2015-06,EWR,2
2015-06-05,2015-06,Manhattan,73672
2015-06-05,2015-06,Queens,10268
2015-06-05,2015-06,Staten Island,70
2015-06-05,2015-06,Unknown,48
2015-06-06,2015-06,Bronx,2191
2015-06-06,2015-06,Brooklyn,22359
2015-06-06,2015-06,EWR,1
2015-06-06,2015-06,Manhattan,66666
2015-06-06,2015-06,Queens,10403
2015-06-06,2015-06,Staten Island,69
2015-06-06,2015-06,Unknown,84
2015-06-07,2015-06,Bronx,1816
2015-06-07,2015-06,Brooklyn,19223
2015-06-07,2015-06,Manhattan,56393
2015-06-07,2015-06,Queens,11329
2015-06-07,2015-06,Staten Island,68
2015-06-07,2015-06,Unknown,47
2015-06-08,2015-06,Bronx,1347
2015-06-08,2015-06,Brooklyn,12083
2015-06-08,2015-06,EWR,1
2015-06-08,2015-06,Manhattan,54850
2015-06-08,2015-06,Queens,8532
2015-06-08,2015-06,Staten Island,40
2015-06-08,2015-06,Unknown,46
2015-06-09,2015-06,Bronx,1513
2015-06-09,2015-06,Brooklyn,12106
2015-06-09,2015-06,EWR,2
2015-06-09,2015-06,Manhattan,61133
2015-06-09,2015-06,Queens,7634
2015-06-09,2015-06,Staten Island,36
2015-06-09,2015-06,Unknown,39
2015-06-10,2015-06,Bronx,1507
2015-06-10,2015-06,Brooklyn,12870
2015-06-10,2015-06,EWR,1
2015-06-10,2015-06,Manhattan,64895
2015-06-10,2015-06,Queens,8055
2015-06-10,2015-06,Staten Island,41
2015-06-10,2015-06,Unknown,34
2015-06-11,2015-06,Bronx,1456
2015-06-11,2015-06,Brooklyn,14798
2015-06-11,2015-06,EWR,2
2015-06-11,2015-06,Manhattan,76243
2015-06-11,2015-06,Queens,9402
2015-06-11,2015-06,Staten Island,49
2015-06-11,2015-06,Unknown,63
2015-06-12,2015-06,Bronx,1729
2015-06-12,2015-06,Brooklyn,17099
2015-06-12,2015-06,EWR,2
2015-06-12,2015-06,Manhattan,74234
2015-06-12,2015-06,Queens,9850
2015-06-12,2015-06,Staten Island,68
2015-06-12,2015-06,Unknown,70
2015-06-13,2015-06,Bronx,2089
2015-06-13,2015-06,Brooklyn,23229
2015-06-13,2015-06,EWR,1
2015-06-13,2015-06,Manhattan,66013
2015-06-13,2015-06,Queens,9682
2015-06-13,2015-06,Staten Island,92
2015-06-13,2015-06,Unknown,64
2015-06-14,2015-06,Bronx,1683
2015-06-14,2015-06,Brooklyn,21247
2015-06-14,2015-06,EWR,2
2015-06-14,2015-06,Manhattan,56932
2015-06-14,2015-06,Queens,10865
2015-06-14,2015-06,Staten Island,75
2015-06-14,2015-06,Unknown,52
2015-06-15,2015-06,Bronx,1345
2015-06-15,2015-06,Brooklyn,13081
2015-06-15,2015-06,EWR,3
2015-06-15,2015-06,Manhattan,61221
2015-06-15,2015-06,Queens,10144
2015-06-15,2015-06,Staten Island,34
2015-06-15,2015-06,Unknown,29
2015-06-16,2015-06,Bronx,1350
2015-06-16,2015-06,Brooklyn,12900
2015-06-16,2015-06,EWR,2
2015-06-16,2015-06,Manhattan,66038
2015-06-16,2015-06,Queens,8780
2015-06-16,2015-06,Staten Island,51
2015-06-16,2015-06,Unknown,50
2015-06-17,2015-06,Bronx,1488
2015-06-17,2015-06,Brooklyn,13735
2015-06-17,2015-06,EWR,1
2015-06-17,2015-06,Manhattan,69489
2015-06-17,2015-06,Queens,8901
2015-06-17,2015-06,Staten Island,51
2015-06-17,2015-06,Unknown,41
2015-06-18,2015-06,Bronx,1666
2015-06-18,2015-06,Brooklyn,14315
2015-06-18,2015-06,EWR,3
2015-06-18,2015-06,Manhattan,74539
2015-06-18,2015-06,Queens,9212
2015-06-18,2015-06,Staten Island,61
2015-06-18,2015-06,Unknown,46
2015-06-19,2015-06,Bronx,1937
2015-06-19,2015-06,Brooklyn,17058
2015-06-19,2015-06,EWR,1
2015-06-19,2015-06,Manhattan,72228
2015-06-19,2015-06,Queens,10349
2015-06-19,2015-06,Staten Island,73
2015-06-19,2015-06,Unknown,57
2015-06-20,2015-06,Bronx,2073
2015-06-20,2015-06,Brooklyn,23260
2015-06-20,2015-06,Manhattan,66563
2015-06-20,2015-06,Queens,9636
2015-06-20,2015-06,Staten Island,73
2015-06-20,2015-06,Unknown,62
2015-06-21,2015-06,Bronx,1665
2015-06-21,2015-06,Brooklyn,21617
2015-06-21,2015-06,Manhattan,54482
2015-06-21,2015-06,Queens,11398
2015-06-21,2015-06,Staten Island,72
2015-06-21,2015-06,Unknown,51
2015-06-22,2015-06,Bronx,1410
2015-06-22,2015-06,Brooklyn,12470
2015-06-22,2015-06,EWR,1
2015-06-22,2015-06,Manhattan,51842
2015-06-22,2015-06,Queens,9605
2015-06-22,2015-06,Staten Island,49
2015-06-22,2015-06,Unknown,41
2015-06-23,2015-06,Bronx,1519
2015-06-23,2015-06,Brooklyn,13743
2015-06-23,2015-06,Manhattan,69667
2015-06-23,2015-06,Queens,8140
2015-06-23,2015-06,Staten Island,49
2015-06-23,2015-06,Unknown,54
2015-06-24,2015-06,Bronx,1565
2015-06-24,2015-06,Brooklyn,13545
2015-06-24,2015-06,Manhattan,67165
2015-06-24,2015-06,Queens,9011
2015-06-24,2015-06,Staten Island,54
2015-06-24,2015-06,Unknown,48
2015-06-25,2015-06,Bronx,1550
2015-06-25,2015-06,Brooklyn,15058
2015-06-25,2015-06,EWR,1
2015-06-25,2015-06,Manhattan,73515
2015-06-25,2015-06,Queens,9840
2015-06-25,2015-06,Staten Island,57
2015-06-25,2015-06,Unknown,52
2015-06-26,2015-06,Bronx,1831
2015-06-26,2015-06,Brooklyn,16968
2015-06-26,2015-06,Manhattan,70169
2015-06-26,2015-06,Queens,10427
2015-06-26,2015-06,Staten Island,65
2015-06-26,2015-06,Unknown,48
2015-06-27,2015-06,Bronx,2249
2015-06-27,2015-06,Brooklyn,26694
2015-06-27,2015-06,Manhattan,96118
2015-06-27,2015-06,Queens,10983
2015-06-27,2015-06,Staten Island,89
2015-06-27,2015-06,Unknown,60
2015-06-28,2015-06,Bronx,1903
2015-06-28,2015-06,Brooklyn,19259
2015-06-28,2015-06,EWR,2
2015-06-28,2015-06,Manhattan,60660
2015-06-28,2015-06,Queens,11196
2015-06-28,2015-06,Staten Island,42
2015-06-28,2015-06,Unknown,46
2015-06-29,2015-06,Bronx,1250
2015-06-29,2015-06,Brooklyn,12154
2015-06-29,2015-06,Manhattan,52450
2015-06-29,2015-06,Queens,8514
2015-06-29,2015-06,Staten Island,31
2015-06-29,2015-06,Unknown,31
2015-06-30,2015-06,Bronx,1305
2015-06-30,2015-06,Brooklyn,13110
2015-06-30,2015-06,Manhattan,60488
2015-06-30,2015-06,Queens,7650
2015-06-30,2015-06,Staten Island,32
2015-06-30,2015-06,Unknown,42
